"","user","negative","positive","sentiment","lon","lat"
"2944","juniior0522",1,0,-1,NA,NA
"2945","jurisprudame",1,2,1,-74.123996,40.2589455
"2946","Jurphy8",5,2,-3,NA,NA
"2947","Jus10sweat",1,0,-1,NA,NA
"2948","jusfinlbieber",0,2,2,-90.5120498,38.7654684
"2949","JustAGirIThing",0,2,2,121.774017,12.879721
"2950","justaguyleave",1,1,0,-96.7969879,32.7766642
"2951","justcallme_beck",1,0,-1,NA,NA
"2952","justDantheman",1,1,0,-81.5116924,27.5700134
"2953","justdevin",1,0,-1,-84.529455,33.894642
"2954","JustEllenIGuess",1,1,0,NA,NA
"2955","JustFinesse28_",1,1,0,NA,NA
"2956","JustHuzaifa",0,1,1,-79.3831843,43.653226
"2957","justinriemer1",2,0,-2,NA,NA
"2958","JustinSwapp",1,0,-1,-111.0937311,39.3209801
"2959","justinyost",1,1,0,-115.1398296,36.1699412
"2960","justjoojin",0,1,1,-81.563874,28.385233
"2961","justMWO_O",1,1,0,121.774017,12.879721
"2962","justructo",0,1,1,-77.0368707,38.9071923
"2963","justwannagoflex",0,1,1,NA,NA
"2964","juvie_duvie",0,1,1,-96.7311034,43.5445959
"2965","JWCM",2,0,-2,NA,NA
"2966","JWWInc",1,0,-1,-78.0651931,39.4885604
"2967","jxchaeyn",0,1,1,NA,NA
"2968","Jyunnique",0,1,1,NA,NA
"2969","JzankyLion",1,0,-1,NA,NA
"2970","k_bai2",1,1,0,7.4165053,10.5104642
"2971","k_epps94",1,0,-1,-97.7430608,30.267153
"2972","k_fresh13",1,1,0,-78.6568942,37.4315734
"2973","k_r_n_o",1,0,-1,113.9184808,22.308047
"2974","K_Space_Cowboy",2,0,-2,NA,NA
"2975","K_ThRyce",0,1,1,-81.1738586,29.4442648
"2976","k1ngdutty",0,2,2,-91.9623327,30.9842977
"2977","K1ngjoe",1,0,-1,NA,NA
"2978","KaarenMcgill",1,0,-1,NA,NA
"2979","kadska",1,0,-1,-93.2922989,37.2089572
"2980","kaeisgae",0,1,1,-116.419389,34.9592083
"2981","kaela_elise",1,0,-1,77.204946,23.239032
"2982","KaelaAyala",0,1,1,NA,NA
"2983","kaelynngabriell",0,1,1,NA,NA
"2984","KafeiAizawa",1,0,-1,-115.798936,37.2766745
"2985","Kagiso_Loeto",1,0,-1,-0.1277583,51.5073509
"2986","kahealaaani",0,1,1,NA,NA
"2987","kaiIabee",1,0,-1,-85.1718332,34.2369137
"2988","kaileegoodman",0,2,2,NA,NA
"2989","KaileyAzure",1,0,-1,NA,NA
"2990","KaineBouldin",2,0,-2,-82.9000751,32.1656221
"2991","KaitlinMorgart",0,1,1,-76.3457773,37.1223664
"2992","kaitlynnhetman",0,1,1,NA,NA
"2993","kaitlynntatum",0,1,1,NA,NA
"2994","KaiYami1",3,4,1,-3.435973,55.378051
"2995","Kajheelos",0,1,1,144.9630576,-37.8136276
"2996","kale_qiana",0,1,1,NA,NA
"2997","KaliMarcum",0,1,1,-84.1916069,39.7589478
"2998","kalliemac7",0,1,1,-102.9999069,42.8294187
"2999","Kamal24434",1,0,-1,103.1370142,5.329624
"3000","Kampohlman",0,1,1,NA,NA
"3001","KandyCaudillo",1,0,-1,-119.4179324,36.778261
"3002","KangarooBeard",1,0,-1,133.775136,-25.274398
"3003","KanyiinJ",0,1,1,NA,NA
"3004","kaorusan241",1,0,-1,-0.1277583,51.5073509
"3005","karaagetoblack",0,1,1,NA,NA
"3006","karamcnair",1,0,-1,-123.1207375,49.2827291
"3007","karenkawaa",0,1,1,-106.4850217,31.7618778
"3008","KariFaithD",0,1,1,-82.9000751,32.1656221
"3009","KarimFardin",0,3,3,NA,NA
"3010","Karla_MBC",1,0,-1,NA,NA
"3011","karlaajxo",0,1,1,NA,NA
"3012","karlaisgay",0,1,1,76.0000202,20.3962265
"3013","KarlaJoan13",0,1,1,-66.590149,18.220833
"3014","karlliee_",0,1,1,NA,NA
"3015","KarlMedbery",0,1,1,NA,NA
"3016","karmmg15",1,0,-1,NA,NA
"3017","karthik_techy",0,1,1,NA,NA
"3018","kaseykershner",2,0,-2,-104.8213634,38.8338816
"3019","kashen",0,2,2,-74.0059728,40.7127753
"3020","kaskaydee",0,1,1,-119.4179324,36.778261
"3021","Kaslo25",1,0,-1,-95.992775,36.1539816
"3022","kat_light93",2,0,-2,-81.9320482,34.9495672
"3023","kat_omq",0,1,1,-115.1398296,36.1699412
"3024","katarinamazanka",0,2,2,NA,NA
"3025","katebytheoceann",0,1,1,NA,NA
"3026","Katelynsanchez_",0,1,1,NA,NA
"3027","KatePoremny",1,1,0,NA,NA
"3028","katesadie98",0,2,2,-0.3913172,39.4469616
"3029","katewonder",2,0,-2,144.9630576,-37.8136276
"3030","kathale07300876",0,1,1,NA,NA
"3031","katheyturner181",0,1,1,NA,NA
"3032","KathleenMaryMor",2,0,-2,-121.9320169,37.2611734
"3033","kathleensbryan4",1,0,-1,NA,NA
"3034","kathwtk",0,1,1,NA,NA
"3035","katieluna07",0,1,1,-99.9018131,31.9685988
"3036","Katiem616",1,0,-1,-93.097702,41.8780025
"3037","Katluv0428",1,1,0,-74.348582,40.2859203
"3038","KatrinaAriel",1,0,-1,-127.6476205,53.7266683
"3039","KatrinaMarie13_",0,1,1,NA,NA
"3040","katrinarymer",0,2,2,NA,NA
"3041","katsudonburi",1,0,-1,-104.990251,39.7392358
"3042","katticus28",1,3,2,151.2092036,-33.8757124
"3043","katttiieee17",0,1,1,-98.4936282,29.4241219
"3044","Katy_Carter14",1,2,1,NA,NA
"3045","KatyaCanjura",0,1,1,NA,NA
"3046","KatyRochelle",2,1,-1,-81.3792365,28.5383355
"3047","kawinuuh",0,1,1,-122.4194155,37.7749295
"3048","kawy",1,0,-1,NA,NA
"3049","KayDMusiQ",1,0,-1,-0.1277583,51.5073509
"3050","kaykrowntv",0,1,1,-79.3831843,43.653226
"3051","kaylaaguirre_",0,1,1,NA,NA
"3052","kaylaakristinaa",1,0,-1,NA,NA
"3053","kaylaballadares",0,1,1,-119.6120765,36.5707838
"3054","kaylacarollo",0,1,1,NA,NA
"3055","KaylaRoseKren",0,1,1,-81.6943605,41.49932
"3056","kayleemaneen",0,1,1,NA,NA
"3057","kaylegui",1,0,-1,NA,NA
"3058","Kaylin51749272",0,1,1,NA,NA
"3059","kaymyers_",1,1,0,NA,NA
"3060","kaytlynnfaloon",0,1,1,NA,NA
"3061","kaywashingtonn",2,1,-1,NA,NA
"3062","Kayy__xo",0,1,1,-90.0715323,29.9510658
"3063","kazppo_2nd",0,1,1,NA,NA
"3064","kbarrettblack",0,1,1,NA,NA
"3065","kc_shaw",1,0,-1,-82.3701933,36.3025374
"3066","kclacar",0,1,1,NA,NA
"3067","kcruuuuuuuz",0,1,1,-122.4194155,37.7749295
"3068","kdesigns_case",1,1,0,NA,NA
"3069","Keapookalani",1,0,-1,-122.4442906,47.2528768
"3070","KeelyShea4",0,3,3,NA,NA
"3071","KeepItWeirdYo",1,0,-1,-74.2286114,40.7798354
"3072","KeikakuKat",1,1,0,-95.3422334,29.7199489
"3073","keilena_burch",0,1,1,-117.918613,33.805226
"3074","KeiraRen1",0,1,1,-118.61481,34.2506356
"3075","KeithRowley",1,0,-1,-97.330053,37.6871761
"3076","kekusdarkersoul",1,0,-1,NA,NA
"3077","kelajenelle",0,1,1,NA,NA
"3078","Kell_Robinson",1,0,-1,NA,NA
"3079","kellee_frazier",0,1,1,NA,NA
"3080","kelleyarsenault",1,0,-1,-85.6023643,44.3148443
"3081","KelliAHearn",0,1,1,NA,NA
"3082","kels_manndel",0,1,1,NA,NA
"3083","kelseagIynns",0,1,1,-84.7301656,38.0541263
"3084","Kelvin_Murph",7,0,-7,-6.2603097,53.3498053
"3085","KemakoAthirian",2,0,-2,NA,NA
"3086","kemayo",1,0,-1,-90.1994042,38.6270025
"3087","Kendra27__",0,1,1,NA,NA
"3088","Kendraalynn17",0,1,1,-71.1550451,41.7014912
"3089","KendraKenny1",0,1,1,-99.9018131,31.9685988
"3090","kendylsylliboy",0,1,1,NA,NA
"3091","KenFredPodcast",1,0,-1,-79.9958864,40.4406248
"3092","Kenman_RiderW",1,0,-1,-78.6568942,37.4315734
"3093","kenna_andreas",1,0,-1,NA,NA
"3094","kennedyt238",0,1,1,NA,NA
"3095","kennegansmom",2,0,-2,NA,NA
"3096","Kennjason",1,0,-1,NA,NA
"3097","Kennybaker85",2,1,-1,-95.712891,37.09024
"3098","KennyChilders97",0,1,1,NA,NA
"3099","kenz_carr",0,1,1,NA,NA
"3100","Kenzi_Potts",1,0,-1,-85.3863599,40.1933767
"3101","kenzie_mckee",1,0,-1,NA,NA
"3102","kenzimoers",0,1,1,NA,NA
"3103","kenzyfemiano",0,1,1,NA,NA
"3104","KermitHooded",0,2,2,75.8967237,30.901836
"3105","kerokerodoritos",3,0,-3,-93.7436314,32.5211504
"3106","Kessherrakh",1,0,-1,NA,NA
"3107","KettlebellKids",0,1,1,NA,NA
"3108","kev_hebert",1,0,-1,NA,NA
"3109","KevBlackwelder",1,2,1,NA,NA
"3110","Kevbrosas",1,0,-1,-87.6297982,41.8781136
"3111","KevCollazo",2,0,-2,-73.087749,41.6032207
"3112","kevguy33",0,1,1,-120.5542012,43.8041334
"3113","KevinAdam2017",1,0,-1,NA,NA
"3114","KevinGausmcn",1,0,-1,NA,NA
"3115","kevinjonesjm",1,0,-1,-95.2340558,39.005288
"3116","KevinKishore2",1,0,-1,144.9630576,-37.8136276
"3117","KevinRocks25",2,0,-2,-83.6963533,43.4505787
"3118","KeylaDoll",0,1,1,NA,NA
"3119","khamera1986",1,1,0,-95.712891,37.09024
"3120","khan_zaiyan",5,1,-4,-95.8243956,29.7857853
"3121","Khang8752D",0,2,2,-91.9623327,30.9842977
"3122","kholoud_jaarah",0,1,1,NA,NA
"3123","Khuntooyen",1,0,-1,-73.967012,40.760501
"3124","Ki_Innis",0,1,1,-74.1600068,40.4154207
"3125","Kia__SoLoved",1,0,-1,NA,NA
"3126","kia_marczak",0,1,1,NA,NA
"3127","kiahpabs",0,1,1,121.774017,12.879721
"3128","kianaaadayyy",0,1,1,-80.4203727,25.723259
"3129","kickrunnamaste",0,1,1,-74.0059728,40.7127753
"3130","kidovaniOS",1,0,-1,112.7520883,-7.2574719
"3131","kidrauhlsgirl",0,1,1,NA,NA
"3132","kielnation",0,1,1,127.766922,35.907757
"3133","Kiiana_5",0,1,1,NA,NA
"3134","kiid_travis",1,0,-1,31.0218404,-29.8586804
"3135","kiimbxxrly",1,0,-1,NA,NA
"3136","kike0407",0,1,1,NA,NA
"3137","Kikyoyaoi",1,0,-1,NA,NA
"3138","killsyourego",0,1,1,NA,NA
"3139","kim_phares",2,1,-1,-79.9958864,40.4406248
"3140","kimabllra",0,1,1,-116.419389,34.9592083
"3141","Kimberlaaay__",0,1,1,NA,NA
"3142","KimberlyAParri0",0,1,1,NA,NA
"3143","kimberlysierra",0,1,1,NA,NA
"3144","Kimberlyy626",1,0,-1,-117.9911765,34.0361217
"3145","kimcanteven",1,0,-1,153.1932534,-28.6104322
"3146","KimGrahamCSA",3,1,-2,-74.0059728,40.7127753
"3147","KimKardashsian",0,2,2,NA,NA
"3148","Kimster_29",0,1,1,-104.8771726,39.5807452
"3149","kimtruuu",3,1,-2,-73.96785,40.757627
"3150","KIMUSHUN199839",0,4,4,NA,NA
"3151","kimyiyee_TVXQ",0,1,1,-112.1655079,41.7118728
"3152","kinetics123",1,1,0,NA,NA
"3153","kingfernandox",0,1,1,NA,NA
"3154","KingofCarnivals",1,0,-1,NA,NA
"3155","KingOfVersaille",6,0,-6,NA,NA
"3156","KingRemDogg",1,3,2,-72.5198537,42.3732216
"3157","KingReynoldsRap",1,0,-1,-122.3320708,47.6062095
"3158","KinkyGifs",0,2,2,NA,NA
"3159","kirakuinbaitsad",1,0,-1,-95.962422,36.039666
"3160","KiraRenay",0,1,1,-91.9623327,30.9842977
"3161","kirpacc",4,0,-4,NA,NA
"3162","kirsty_secret",0,2,2,144.9630576,-37.8136276
"3163","Kirunika",0,1,1,78.96288,20.593684
"3164","kismet_idea",0,1,1,-118.2436849,34.0522342
"3165","Kissing_Noir",1,0,-1,NA,NA
"3166","kissingfauna",0,1,1,NA,NA
"3167","kitteh303",1,0,-1,NA,NA
"3168","kittxlo",2,0,-2,NA,NA
"3169","kittykat_Moore",0,1,1,NA,NA
"3170","KittyMarie726",0,1,1,NA,NA
"3171","KittyRedRiding",2,0,-2,NA,NA
"3172","kityandthetramp",1,0,-1,120.9842195,14.5995124
"3173","kiyomasasenjis",1,1,0,NA,NA
"3174","Kizzelig777",1,0,-1,10.451526,51.165691
"3175","kjamofficial",1,0,-1,-76.6412712,39.0457549
"3176","kjgillenwater",0,1,1,NA,NA
"3177","KJOKyle92",1,3,2,NA,NA
"3178","kk_bethany_mota",0,1,1,NA,NA
"3179","kkaylastewart",0,1,1,-82.907123,40.4172871
"3180","KKazma2020",0,1,1,NA,NA
"3181","Klair88Gaming",0,2,2,NA,NA
"3182","klia00",1,0,-1,NA,NA
"3183","kmcliff0114",0,1,1,NA,NA
"3184","kmrudie",1,0,-1,-90.1994042,38.6270025
"3185","knarkse",1,0,-1,NA,NA
"3186","Kneel2ThaCrown",1,0,-1,-97.663144,31.9280668
"3187","knewbettermp3",1,0,-1,-110.584261,51.183477
"3188","KnoxGunn",0,1,1,-82.5514869,35.5950581
"3189","Koann",0,1,1,-122.4194155,37.7749295
"3190","kodabear2506",0,1,1,NA,NA
"3191","KodakRayyy",1,0,-1,NA,NA
"3192","KoiFoodTruck",1,0,-1,NA,NA
"3193","kojeda",0,1,1,NA,NA
"3194","koko2love70",0,1,1,-122.2913078,37.8271784
"3195","kolopallofani",0,3,3,NA,NA
"3196","komic111",1,0,-1,-98.4936282,29.4241219
"3197","konigimon",0,1,1,NA,NA
"3198","Konoha_NarutoU1",1,1,0,NA,NA
"3199","KootieBirdo",0,1,1,-73.657908,40.5884373
"3200","KoyosRook",0,1,1,NA,NA
"3201","kpobrien34",1,1,0,NA,NA
"3202","kpopanimefan",1,0,-1,NA,NA
"3203","kpopBTS_ARMY",0,1,1,NA,NA
"3204","kpsgaga",0,1,1,-118.2436849,34.0522342
"3205","kqooyrfqro2480",0,2,2,NA,NA
"3206","kramirezxoxo00",0,1,1,-73.134961,40.789142
"3207","KrankyKerry",3,1,-2,153.203867,-27.530547
"3208","KrazyCouponChic",0,2,2,NA,NA
"3209","kreativekinder",1,1,0,NA,NA
"3210","kreekthebezt22",2,0,-2,-122.7140548,38.440429
"3211","kriox",1,0,-1,-46.6333094,-23.5505199
"3212","krippyjeno",0,1,1,NA,NA
"3213","kris10_15",1,0,-1,NA,NA
"3214","kriskrossed_",0,1,1,NA,NA
"3215","krisofgotham",1,0,-1,-84.3693882,39.6261682
"3216","KristenKelley20",3,0,-3,NA,NA
"3217","kristiinaferenz",0,1,1,NA,NA
"3218","kristinekeshaw3",0,1,1,-80.2499282,26.1030407
"3219","kristinmccarty_",0,1,1,NA,NA
"3220","kristphr",1,0,-1,-84.3879824,33.7489954
"3221","kristvnedel",0,1,1,-118.1669736,34.0224417
"3222","Kristy__Ann",1,4,3,NA,NA
"3223","Krr1spyKrem3",1,0,-1,NA,NA
"3224","krunox123",1,0,-1,NA,NA
"3225","KrypTo891",0,1,1,-76.5168989,38.3242916
"3226","Krys_theawesome",0,1,1,NA,NA
"3227","krystatewksbury",1,0,-1,NA,NA
"3228","krystianidee",1,0,-1,-97.092877,35.0077519
"3229","krystinahumphr8",0,1,1,NA,NA
"3230","krystinjohanne2",1,1,0,NA,NA
"3231","KSheaTheBrave",1,0,-1,-119.4179324,36.778261
"3232","kshiiz",0,1,1,-118.2436849,34.0522342
"3233","KT351Lily",1,0,-1,NA,NA
"3234","KtattyThomas",0,4,4,NA,NA
"3235","ktkrworld",0,1,1,NA,NA
"3236","ktsmurf",1,0,-1,NA,NA
"3237","ktueller10",1,0,-1,NA,NA
"3238","kujikawaii",1,1,0,-81.5157535,27.6648274
"3239","Kumailh",0,1,1,NA,NA
"3240","KumaKaloo",2,1,-1,NA,NA
"3241","kungfuluci",1,0,-1,NA,NA
"3242","KURAPIKUHS",2,2,0,NA,NA
"3243","kuristin_",0,1,1,NA,NA
"3244","KurstinM92",0,1,1,-84.3879824,33.7489954
"3245","KurtIncredible",0,1,1,121.0013794,14.5377516
"3246","KushOverLord",1,0,-1,NA,NA
"3247","Kvng__Drizzy",0,1,1,-92.081509,30.5335302
"3248","kvuinohea",0,1,1,NA,NA
"3249","kx21_rad",0,3,3,NA,NA
"3250","kylamyla01",2,0,-2,-79.7919754,36.0726354
"3251","kylan_farrow",0,2,2,-100.920999,37.0430812
"3252","KyleDemetrius",1,0,-1,-79.3831843,43.653226
"3253","KyleFerrandino",3,0,-3,-80.3035602,25.9860762
"3254","kylegricoskie",1,0,-1,NA,NA
"3255","kyleo71",0,1,1,-84.5037164,38.0405837
"3256","kylerbrown08",0,1,1,-96.7969879,32.7766642
"3257","KYLIE808HI",0,1,1,-155.5827818,19.8967662
"3258","KylieBlack7",1,4,3,-95.712891,37.09024
"3259","kyliemugavero",0,1,1,NA,NA
"3260","kylieq117",0,1,1,NA,NA
"3261","kylietrumbaturi",1,0,-1,NA,NA
"3262","Kylo__R3NN",4,0,-4,-79.8691025,43.2573273
"3263","KyloKen_Solo",0,1,1,-104.9771133,40.4340448
"3264","KyloReece",0,1,1,-118.2436849,34.0522342
"3265","kyrbgo",0,1,1,NA,NA
"3266","KyuubiMinato",1,1,0,NA,NA
"3267","L_Jay24",0,1,1,NA,NA
"3268","l_odalyyyy",0,1,1,NA,NA
"3269","l_var33sp",0,1,1,-118.2436849,34.0522342
"3270","l0veblood",0,1,1,-2.2426305,53.4807593
"3271","la__mota",0,1,1,-119.4179324,36.778261
"3272","LA_Noire_me",0,2,2,-119.4179324,36.778261
"3273","Laaaaaacii",0,1,1,-92.9108234,42.0463931
"3274","labwillis",0,1,1,-84.2039543,42.2548238
"3275","LachCartwright",1,0,-1,-74.0059728,40.7127753
"3276","lactiiii_",0,1,1,-117.8311428,33.7174708
"3277","ladcraig",0,1,1,NA,NA
"3278","ladeneuve",0,2,2,NA,NA
"3279","LadyBexa",0,1,1,-74.0059728,40.7127753
"3280","ladyflanagan211",0,1,1,NA,NA
"3281","LadyLucky_Lu",0,1,1,NA,NA
"3282","LadySnow26",0,1,1,-117.1638147,32.7157801
"3283","ladystephaniem",1,0,-1,-84.5120196,39.1031182
"3284","laffairevik",0,1,1,72.9208636,19.091182
"3285","LAINDIA928",0,5,5,-115.1745559,36.1023715
"3286","lake2008",0,1,1,NA,NA
"3287","LakewoodOhio",0,2,2,-81.7981908,41.4819932
"3288","lalasoo",1,0,-1,-118.2548493,34.0483215
"3289","lamismapato",0,1,1,NA,NA
"3290","lana_darko",1,1,0,-73.9766668,40.7533488
"3291","LanaDelReyKid",5,8,3,-95.712891,37.09024
"3292","landopeezy",0,2,2,-122.0310733,37.9779776
"3293","Lani595",0,2,2,-122.0807964,37.6688205
"3294","LaniKaiDuck",1,0,-1,NA,NA
"3295","lantern314",1,0,-1,NA,NA
"3296","Lapacazo",3,1,-2,-74.0059728,40.7127753
"3297","LapierreHailey",0,1,1,NA,NA
"3298","larissaanno",0,1,1,NA,NA
"3299","LarissaFae",1,0,-1,-122.2544056,37.5114301
"3300","larkbreitner",1,0,-1,NA,NA
"3301","larooone",0,1,1,NA,NA
"3302","larryputitos",0,4,4,-80.782127,8.537981
"3303","larysaG1",0,1,1,NA,NA
"3304","laserraccoon",1,1,0,NA,NA
"3305","lastjxdi",1,3,2,NA,NA
"3306","latashiafiolic3",0,1,1,NA,NA
"3307","latentexistence",1,0,-1,3.17334,50.617986
"3308","LatestMovieNew",1,2,1,-95.712891,37.09024
"3309","LatinasWinning",0,2,2,NA,NA
"3310","LatinosMatter",1,0,-1,-95.712891,37.09024
"3311","LATlNADOLL",0,2,2,NA,NA
"3312","LaughterMe777",1,3,2,NA,NA
"3313","laur83100",0,1,1,NA,NA
"3314","LauraE_Gomez",0,1,1,NA,NA
"3315","lauraleeswick22",0,1,1,NA,NA
"3316","laurastead",1,0,-1,-89.3985283,40.6331249
"3317","Lauren_Kendra",3,1,-2,28.0473051,-26.2041028
"3318","lauren6800",0,1,1,NA,NA
"3319","laurenawatkins_",0,2,2,NA,NA
"3320","LaurenCurton",0,1,1,NA,NA
"3321","laurendiggs5",0,1,1,NA,NA
"3322","LaurenNickols",1,0,-1,-82.907123,40.4172871
"3323","Laurettamylove",0,1,1,-74.0059728,40.7127753
"3324","laurettemurra14",0,1,1,NA,NA
"3325","LaurieAnnBaker",0,1,1,NA,NA
"3326","laurMbailey",2,0,-2,-118.0996945,33.9152459
"3327","lavenderblue27",0,1,1,-122.106181,37.1062446
"3328","LaVitaLatzi",0,2,2,NA,NA
"3329","lawbibliophile",0,1,1,-118.2436596,34.0522265
"3330","lazcarr1342",2,0,-2,NA,NA
"3331","lazerem91",1,0,-1,-73.212072,44.4758825
"3332","lazycoder",0,1,1,NA,NA
"3333","LazyIndigo",0,1,1,-71.0994968,42.3875968
"3334","lazypadawan",1,0,-1,NA,NA
"3335","lb_bklyn",1,0,-1,NA,NA
"3336","lberto877",0,1,1,NA,NA
"3337","LBlaidd",0,1,1,NA,NA
"3338","lbols38",2,1,-1,144.9630576,-37.8136276
"3339","lbyrd222",1,0,-1,133.775136,-25.274398
"3340","LDawgsBoombox",1,0,-1,NA,NA
"3341","LeaderCoach1",0,1,1,NA,NA
"3342","leahs143",0,1,1,-86.5804473,35.5174913
"3343","leandraecheverr",0,1,1,NA,NA
"3344","Leanne639",0,1,1,-118.1937395,33.7700504
"3345","LeavittAlone",1,0,-1,-74.0059728,40.7127753
"3346","LeDoctor",0,3,3,-118.4911912,34.0194543
"3347","lee4hmz",1,0,-1,-77.2497049,38.6581722
"3348","LeeandI4",1,0,-1,NA,NA
"3349","leeannsaeng",0,1,1,-115.1398296,36.1699412
"3350","leegough1",0,2,2,-1.2066809,52.867954
"3351","leehorton33",1,0,-1,-85.323214,51.253775
"3352","LeemanKessler",1,0,-1,NA,NA
"3353","leemina_S2",0,1,1,-118.430206,34.002975
"3354","leemonaid",0,1,1,NA,NA
"3355","LegendaryMKC",1,0,-1,-81.0998342,32.0835407
"3356","Legendgerry",1,0,-1,-8.4760888,54.2766103
"3357","LegendKiller86",1,1,0,-75.9268747,40.3356483
"3358","LegendOfCotton",1,0,-1,-111.8910474,40.7607793
"3359","LegionofSand",0,1,1,-111.0937311,34.0489281
"3360","LegionUchihaAQ",1,0,-1,NA,NA
"3361","legitkats",1,0,-1,-89.0928155,30.3674198
"3362","legofandom",0,1,1,-79.0192997,35.7595731
"3363","LekshnaK",0,1,1,103.819836,1.352083
"3364","lenzaaay",0,1,1,NA,NA
"3365","Leojeneerg",0,3,3,-95.9915373,36.156895
"3366","leokkie",1,1,0,NA,NA
"3367","leonidas701",0,1,1,NA,NA
"3368","leopardboy",0,2,2,144.9630576,-37.8136276
"3369","Leosantos510",0,1,1,-74.0059728,40.7127753
"3370","LeoTheCollector",0,1,1,-95.3698028,29.7604267
"3371","lesbianintent",1,3,2,NA,NA
"3372","Lesism",1,0,-1,-2.932931,54.892473
"3373","leslie_mon16",0,1,1,NA,NA
"3374","leslieau7",1,0,-1,NA,NA
"3375","LeslieMNieto",0,2,2,121.0437003,14.6760413
"3376","leslievelasco12",0,1,1,NA,NA
"3377","Leticia0259",0,1,1,NA,NA
"3378","letitPB",0,1,1,NA,NA
"3379","LetsDoThisLive",2,1,-1,NA,NA
"3380","lewisb93",1,0,-1,NA,NA
"3381","LewisDavidson02",1,1,0,-4.2026458,56.4906712
"3382","lex_13_",0,1,1,-119.4179324,36.778261
"3383","lexi_sakauye",0,1,1,NA,NA
"3384","lexie_k98",0,1,1,NA,NA
"3385","LexiRenae333",0,1,1,NA,NA
"3386","LexiRobless",0,1,1,NA,NA
"3387","LexisH0546",0,1,1,NA,NA
"3388","lexxlouu14",1,0,-1,-81.085345,32.0834819
"3389","lezelay",0,1,1,NA,NA
"3390","lfiij",1,0,-1,NA,NA
"3391","lgbtvaleska",1,0,-1,NA,NA
"3392","LI_politico",1,0,-1,NA,NA
"3393","liberaldesigner",0,1,1,NA,NA
"3394","license2diva",0,5,5,-117.1610838,32.715738
"3395","liezalej",0,1,1,NA,NA
"3396","lifeoncoin",1,0,-1,1.419597,50.04887
"3397","lift_and_thrift",0,1,1,NA,NA
"3398","lighteur",0,2,2,-117.065741,32.656186
"3399","LightKaylynn",1,0,-1,NA,NA
"3400","lightscabeIlo",0,1,1,NA,NA
"3401","likelyxboy",3,0,-3,NA,NA
"3402","LikeSeanConnery",1,1,0,NA,NA
"3403","lil__carlos1698",1,0,-1,NA,NA
"3404","lil_quinn__",0,1,1,133.775136,-25.274398
"3405","lil_thizzle",0,1,1,-122.2711137,37.8043637
"3406","lilaquamane",1,0,-1,-81.6943605,41.49932
"3407","Lilianaaa_cx",0,1,1,NA,NA
"3408","lilianalmeidaa",1,1,0,NA,NA
"3409","lilianamun16",0,1,1,-99.9018131,31.9685988
"3410","lIllIIlllIII101",1,1,0,-95.712891,37.09024
"3411","lilpinklotus",0,1,1,NA,NA
"3412","lilpup98",0,1,1,NA,NA
"3413","lilstephcurry4",0,1,1,NA,NA
"3414","LilThot___",2,0,-2,NA,NA
"3415","Lily0727K",0,1,1,-0.1277583,51.5073509
"3416","lily67804796",1,3,2,NA,NA
"3417","Lilydburton",1,0,-1,-82.9000751,32.1656221
"3418","lilyhuj",0,4,4,-111.0937311,39.3209801
"3419","lilylee1694",0,1,1,NA,NA
"3420","Lilyyarmstrongg",0,1,1,-82.907123,40.4172871
"3421","Limegreenhulk24",1,1,0,-73.3431727,40.9009313
"3422","Limoterp",0,1,1,-91.9623327,30.9842977
"3423","lindaaas__",0,1,1,NA,NA
"3424","LindaHealthHaug",1,0,-1,-76.6412712,39.0457549
"3425","lindahoangdo",0,1,1,NA,NA
"3426","LindaLawrey",1,0,-1,-95.712891,37.09024
"3427","lindamels_",1,1,0,113.921327,-0.789275
"3428","lindsey_mike",1,0,-1,NA,NA
"3429","Lindseymaguiree",0,1,1,-74.029843,40.2479729
"3430","lingeringwills",1,0,-1,NA,NA
"3431","LinneaKou",1,1,0,-87.6297982,41.8781136
"3432","lipkinlip",1,0,-1,-87.8574407,42.3529703
"3433","Lisa_Mariee14",1,0,-1,NA,NA
"3434","lisafarts",1,0,-1,NA,NA
"3435","LisaLisalew",0,1,1,NA,NA
"3436","Lisamarie122619",1,3,2,NA,NA
"3437","LitaGibson",1,0,-1,NA,NA
"3438","litnurami",1,0,-1,110.3694896,-7.7955798
"3439","Little_Czerrs",0,1,1,NA,NA
"3440","littleelfesteph",0,1,1,-118.3286614,34.0928092
"3441","littlekmunson",0,1,1,NA,NA
"3442","Littlemontoya12",1,0,-1,NA,NA
"3443","littleseever",0,1,1,NA,NA
"3444","littlevirinya",0,1,1,NA,NA
"3445","livechannelfeed",1,0,-1,NA,NA
"3446","livemusicnation",0,2,2,-98.4170523,29.5170728
"3447","livewindsorpark",0,2,2,-86.158068,39.768403
"3448","Livia_Reianna",1,0,-1,NA,NA
"3449","LivinLaVidaLou",1,0,-1,-74.0059728,40.7127753
"3450","livmeans",0,1,1,-75.5276699,38.9108325
"3451","livresjaunes",0,1,1,-73.5266917,40.6679039
"3452","livyrosebeers8",0,1,1,NA,NA
"3453","lizardrey74",1,0,-1,-117.9608978,34.0852868
"3454","LizbethReyna34",0,1,1,NA,NA
"3455","LizECalderwood",0,1,1,NA,NA
"3456","LizLovesTheBest",2,2,0,NA,NA
"3457","lizziemonnier",0,1,1,NA,NA
"3458","lizzylynngarcia",0,1,1,-81.582894,28.420169
